id,gen,sp,grp,en,rec,cnt,loc,lat,lon,q,length,type,rmk,file-name,date,file_path,date_iso,length_seconds
764313,Delichon,lagopodum,birds,Siberian House Martin,Stanislas Wroza,Mongolia,"Tugrug, Mankhan, Khovd",47.4515,92.218,B,0:05,flight call,,XC764313-Hirondelle-de-fenêtre-cris.mp3,2022-08-26,..\data\amazonas_audio\XC764313-Delichon-lagopodum.mp3,2022-08-26,5
763551,Synallaxis,chinchipensis,birds,Chinchipe Spinetail,GABRIEL LEITE,Peru,"Bellavista (near  San Agustin), Jaén, Cajamarca",-5.6015,-78.8021,B,0:11,song,,XC763551-Synallaxis-chichipensis_Jaen_MixPre-1816.wav,2022-11-19,..\data\amazonas_audio\XC763551-Synallaxis-chinchipensis.wav,2022-11-19,11
763293,Illadopsis,distans,birds,Tanzanian Illadopsis,isaac kilusu,Tanzania,"Amani nature reserve, East Usambara,Tanga",-5.101,38.6295,B,0:05,call,,XC763293-Tanzania-illadopsis-733.mp3,2022-11-16,..\data\amazonas_audio\XC763293-Illadopsis-distans.mp3,2022-11-16,5
754583,Pyriglena,similis,birds,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,B,0:12,song,,XC754583-18-09-2022-8e13-Papa-taoca-do-tapajos.mp3,2022-09-18,..\data\amazonas_audio\XC754583-Pyriglena-similis.mp3,2022-09-18,12
754581,Pyriglena,similis,birds,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,B,0:10,song,,XC754581-18-09-2022-8e10-Papa-taoca-do-tapajos-e-formigueiro-de-cauda-baia-(Pyriglena-similis).mp3,2022-09-18,..\data\amazonas_audio\XC754581-Pyriglena-similis.mp3,2022-09-18,10
754579,Pyriglena,similis,birds,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,B,0:04,song,,XC754579-18-09-2022-8e6-Papa-taoca-do-tapajos.mp3,2022-09-18,..\data\amazonas_audio\XC754579-Pyriglena-similis.mp3,2022-09-18,4
739381,Anthreptes,tephrolaemus,birds,Grey-chinned Sunbird,Peter Boesman,Uganda,"Kibale National Park, Western Region",0.4698,30.3672,B,0:17,call,,XC739381-LS_50943 Green Sunbird calls B.mp3,2022-06-20,..\data\amazonas_audio\XC739381-Anthreptes-tephrolaemus.mp3,2022-06-20,17
739121,Charadrius,dealbatus,birds,White-faced Plover,雪鼬,China,"Zhanjiang, Guangdong Province",20.8558,109.7028,B,0:06,call,,XC739121- 单声 20220423_01.mp3,2022-04-23,..\data\amazonas_audio\XC739121-Charadrius-dealbatus.mp3,2022-04-23,6
736605,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,Mafuta_to_Ubiri_Village_muddy_forest_road_artifical_halfway_point_South_Ukingu_(aka_Nguru)_Tanzania_(600-740m),-6.0766,37.5593,B,0:09,song,Same as XC736599,XC736605-2021-08-27-07_06_42_plus_00m33s_PaleBreastedIlladopsis_song_short_HighPass_AggrrLowPass.mp3,2021-08-27,..\data\amazonas_audio\XC736605-Illadopsis-distans.mp3,2021-08-27,9
734199,Pomatorhinus,bornensis,birds,Sunda Scimitar Babbler,GABRIEL LEITE,Malaysia,"Telecom loop.  Fraser's Hill (Bukit Fraser), Pahang",3.717,101.752,B,0:13,call,,XC734199-Pomatorhinus montanus_Fraser_MixPre-465.mp3,2022-06-02,..\data\amazonas_audio\XC734199-Pomatorhinus-bornensis.mp3,2022-06-02,13
732889,Alaudala,heinei,birds,Turkestan Short-toed Lark,Frank Lambert,Saudi Arabia,"سكاكا, منطقة الجوف  NNE of Al Shalbub Sakaka",30.4019,40.3832,B,0:10,"flight call, flight trills",,XC732889-Lesser Short-toed Lark ssp-FL flight trills NNE of Al Shalbub Sakaka 10Dec21 9.06am LS1159231b.mp3,2021-12-10,..\data\amazonas_audio\XC732889-Alaudala-heinei.mp3,2021-12-10,10
732459,Eremalauda,eremodites,birds,Arabian Lark,Frank Lambert,Saudi Arabia,"Hegra, AlUla, Al Madinah Province",26.9864,37.953,B,0:10,flight call,"Same pair as XC732458, in flight",XC732459-Arabian Lark-FL pair flight10km along Route375-Aradah 12Dec21 8.04am LS115955b.mp3,2021-12-12,..\data\amazonas_audio\XC732459-Eremalauda-eremodites.mp3,2021-12-12,10
732458,Eremalauda,eremodites,birds,Arabian Lark,Frank Lambert,Saudi Arabia,"Hegra, AlUla, Al Madinah Province",26.9864,37.953,B,0:10,call,Pair ,XC732458-Arabian Lark-FL pair calls 10km along Route375-Aradah 12Dec21 8.03am LS115954B.mp3,2021-12-12,..\data\amazonas_audio\XC732458-Eremalauda-eremodites.mp3,2021-12-12,10
730027,Scytalopus,androstictus,birds,Loja Tapaculo,Brian Cox,Ecuador,"Cajanuma, Parque Nacional Podocarpus, Loja.",-4.1163,-79.1714,B,0:12,call,,XC730027-paramo (Loja) tapaculo cajanuma 980331.mp3,1998-03-31,..\data\amazonas_audio\XC730027-Scytalopus-androstictus.mp3,1998-03-31,12
719297,Merops,viridissimus,birds,African Green Bee-eater,Peter Boesman,Ghana,"Tono Dam, Upper East",10.8589,-1.1498,B,0:08,flight call,A few calls of a single bird in flight,XC719297-LS_55376 Little Green Bee-eater flight call B.mp3,2022-03-14,..\data\amazonas_audio\XC719297-Merops-viridissimus.mp3,2022-03-14,8
717483,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Jozani Forest NP, Kusini, Unguja South Region, Tanzania",-6.2633,39.4034,B,0:09,song,Same as XC717479,XC717483-210108-063456_plus_01m19s_PaleBreastedIlladopsis_song_VolUpHighPass.mp3,2021-01-08,..\data\amazonas_audio\XC717483-Illadopsis-distans.mp3,2021-01-08,9
717481,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Jozani Forest NP, Kusini, Unguja South Region, Tanzania",-6.2633,39.4034,B,0:13,song,Same as XC717479,XC717481-210108-063229_plus_00m33s_PaleBreastedIlladopsis_song_VolUpHighPass.mp3,2021-01-08,..\data\amazonas_audio\XC717481-Illadopsis-distans.mp3,2021-01-08,13
717480,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Jozani Forest NP, Kusini, Unguja South Region, Tanzania",-6.2633,39.4034,B,0:10,song,Same as XC717479,XC717480-210108-063229_plus_00m04s_PaleBreastedIlladopsis_song_VolUpHighPass.mp3,2021-01-08,..\data\amazonas_audio\XC717480-Illadopsis-distans.mp3,2021-01-08,10
717466,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Jozani Forest NP, Kusini, Unguja South Region, Tanzania",-6.2633,39.4034,B,0:03,call,Same as XC717465,XC717466-210106-150735_plus_00m04s_PaleBreastedIlladopsis_call_short_VolUp.mp3,2021-01-06,..\data\amazonas_audio\XC717466-Illadopsis-distans.mp3,2021-01-06,3
717465,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Jozani Forest NP, Kusini, Unguja South Region, Tanzania",-6.2633,39.4034,B,0:03,call,,XC717465-210106-150735_PaleBreastedIlladopsis_call_short_VolUp.mp3,2021-01-06,..\data\amazonas_audio\XC717465-Illadopsis-distans.mp3,2021-01-06,3
717237,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Pugu Hills Nature Forest, Tanzania",-6.8924,39.0892,B,0:12,song,,XC717237-210126-082441_plus_00m09s_PaleBreastedIlladopsis_song_No-change_But_HaveCutAway_sp.mp3,2021-04-26,..\data\amazonas_audio\XC717237-Illadopsis-distans.mp3,2021-04-26,12
717234,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Pugu Hills Nature Forest, Tanzania",-6.8924,39.0892,B,0:06,song,,XC717234-210126-080515_plus_00m00s_PaleBreastedIlladopsis_song-short_No-change.mp3,2021-04-26,..\data\amazonas_audio\XC717234-Illadopsis-distans.mp3,2021-04-26,6
717026,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Pugu Hills Nature Forest, Tanzania",-6.8924,39.0892,B,0:12,song,,XC717026-210122-070627_plus_00m02s_PaleBreastedIlladopsis_sng_two-phases_and_call-notes_No-changes.mp3,2021-01-22,..\data\amazonas_audio\XC717026-Illadopsis-distans.mp3,2021-01-22,12
717025,Illadopsis,distans,birds,Tanzanian Illadopsis,Elia Mulungu (via Louis A. Hansen),Tanzania,"Pugu Hills Nature Forest, Tanzania",-6.8924,39.0892,B,0:02,song,Same as XC717020,XC717025-210122-063457_plus_00m01s_PaleBreastedIlladopsis_song-single-phrase_VolUp.mp3,2021-01-22,..\data\amazonas_audio\XC717025-Illadopsis-distans.mp3,2021-01-22,2
701724,Pomatorhinus,bornensis,birds,Sunda Scimitar Babbler,Ding Li Yong,Malaysia,"Kuala Kubu Bharu, Hulu Selangor, Selangor",3.6895,101.7429,B,0:16,song,,XC701724-Chestnut-backed Scimitar-Babbler_Fraser1_DLY.mp3,2013-07-24,..\data\amazonas_audio\XC701724-Pomatorhinus-bornensis.mp3,2013-07-24,16
700617,Grallaria,saturata,birds,Equatorial Antpitta,Marcin Sołowiej,Ecuador,"Papallacta Pass, Napo",-0.3323,-78.2031,B,0:13,song,"In Ecuador this species is split to  Equatorial Antpitta Grallaria saturata 

recorded by Samsung Galxy A5(2017)- SM-A520F",XC700617-Equatorial Antpitta_Papallacta_21102021_Głos 482_sd2.mp3,2021-10-21,..\data\amazonas_audio\XC700617-Grallaria-saturata.mp3,2021-10-21,13
699154,Merops,cyanophrys,birds,Arabian Green Bee-eater,David Darrell-Lambert,United Arab Emirates,"Dubai, Dubai",25.1165,55.1668,B,0:10,call,,"XC699154-Arabian Green Bee-eater call very good 2022 01 27 Open Beach, Sufouh, Dubai, UAE_1222.mp3",2022-01-27,..\data\amazonas_audio\XC699154-Merops-cyanophrys.mp3,2022-01-27,10
699153,Merops,cyanophrys,birds,Arabian Green Bee-eater,David Darrell-Lambert,United Arab Emirates,"Dubai, Dubai",25.1165,55.1668,B,0:09,call,,"XC699153-Arabian Green Bee-eater call very good 2022 01 27 Open Beach, Sufouh, Dubai, UAE_1220_short.mp3",2022-01-27,..\data\amazonas_audio\XC699153-Merops-cyanophrys.mp3,2022-01-27,9
694808,Prinia,lepida,birds,Delicate Prinia,Gregory Askew,Saudi Arabia,"القطيف‎, القطيف, المنطقة الشرقية",26.5502,49.971,B,0:15,"alarm call, subsong",Images and audio support the ID of the birds in this area as Delicate Prinia (P. lepida irakensis),XC694808-Delicate_Prinia_Song_(3rd)_Qatif_2nd_spot_12-31-21_ZOOM0117.mp3,2021-12-31,..\data\amazonas_audio\XC694808-Prinia-lepida.mp3,2021-12-31,15
691985,Alophoixus,ruficrissus,birds,Penan Bulbul,Panji Gusti Akbar,Indonesia,"Kelumpang Hulu, Kotabaru Regency, South Kalimantan",-3.1111,115.9328,B,0:10,song,"Distinctive song from Meratus endemic race meratusensis. Bitzonic USB Recorder (used as Passive Audio Monitoring device), no filter.",XC691985-Penan bulbul.mp3,2021-10-05,..\data\amazonas_audio\XC691985-Alophoixus-ruficrissus.mp3,2021-10-05,10
690428,Basileuterus,delattrii,birds,Chestnut-capped Warbler,Sue Riffe,Costa Rica,"Valle Escondido Preserve, Puntarenas Province",10.3094,-84.8189,B,0:03,call,call note from under a thick brushy area,XC690428-Chestnut-capped Warbler call note at Valle Escondido Preserve Monteverde CR 11.26.21 at 7.22 for .03.mp3,2021-11-26,..\data\amazonas_audio\XC690428-Basileuterus-delattrii.mp3,2021-11-26,3
682297,Prinia,lepida,birds,Delicate Prinia,Gregory Askew,Saudi Arabia,"Khafji, Al-Khafji, Eastern Province",28.4658,48.4731,B,0:05,"call, subsong","Single phrase of song followed by ""zeet"" call; these are from the first documented observations of this taxon in Saudi Arabia",XC682297-Delicate_Prinia_Subsong_10-23-21.mp3,2021-10-22,..\data\amazonas_audio\XC682297-Prinia-lepida.mp3,2021-10-22,5
682184,Prinia,lepida,birds,Delicate Prinia,Gregory Askew,Saudi Arabia,"Khafji, Al-Khafji, Eastern Province",28.4658,48.4731,B,0:16,call,"A pair of Delicate Prinia (P. lepida irakensis) giving two call types: the ""breep"" contact call and a sharp ""zeet"" at the Khafji wastewater treatment plant. This represents the first documented observation of this taxon in Saudi Arabia, meaning that both P. gracilis and P. lepida occur in the country.",XC682184-Delicate_Prinia_Calls (2 types)_Khafji_10-23-21.mp3,2021-10-22,..\data\amazonas_audio\XC682184-Prinia-lepida.mp3,2021-10-22,16
664297,Basileuterus,delattrii,birds,Chestnut-capped Warbler,Yair Guillermo Molina Martínez.,Colombia,"Finca Ecoturística San Javier, vereda Chucuni, Ibagué, Tolima",4.4615,-75.0514,B,0:11,"call, song",,XC664297-Basileuterus rufifrons Finca San Javier 16 07 21.mp3,2021-07-16,..\data\amazonas_audio\XC664297-Basileuterus-delattrii.mp3,2021-07-16,11
654886,Pyriglena,maura,birds,Western Fire-eye,Jacob Wijpkema,Bolivia,"Baures (near  El Cafetal), Itenez, Beni Department",-13.4377,-61.8985,B,0:14,song,"Terra firme, second growth",XC654886-210511_2340.mp3,2021-05-11,..\data\amazonas_audio\XC654886-Pyriglena-maura.mp3,2021-05-11,14
639031,Illadopsis,distans,birds,Tanzanian Illadopsis,isaac kilusu,Tanzania,"Amani nature reserve, East Usambara,Tanga",-5.101,38.6295,B,0:10,call,"in the net,during a bird ringing session,recorded by Kennedy Elly",XC639031-palebreasted_illadopsis_3.mp3,2021-04-02,..\data\amazonas_audio\XC639031-Illadopsis-distans.mp3,2021-04-02,10
639028,Illadopsis,distans,birds,Tanzanian Illadopsis,isaac kilusu,Tanzania,"Amani nature reserve, East Usambara,Tanga",-5.101,38.6295,B,0:16,call,"during a bird ringing session,recorded by Kennedy Elly",XC639028-palebreasted_Illadopsis.mp3,2021-04-02,..\data\amazonas_audio\XC639028-Illadopsis-distans.mp3,2021-04-02,16
638143,Platysmurus,aterrimus,birds,Bornean Black Magpie,Hobart WQH,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",1.5252,110.3126,B,0:08,call,One bird from a group of around 3 seen perched in more open space. After this snippet of call it flew off. Same bird with one member from the group in XC638142. A bit of edits via Audacity with filtering.,XC638143-VID_20200910_091615 BBM.mp3,2020-09-10,..\data\amazonas_audio\XC638143-Platysmurus-aterrimus.mp3,2020-09-10,8
635475,Prinia,lepida,birds,Delicate Prinia,Arya Shafaeipour,Iran,"Khamat, Khuzestan Province",32.0082,48.5233,B,0:07,song,,XC635475-P. gracilis 3.mp3,2019-02-21,..\data\amazonas_audio\XC635475-Prinia-lepida.mp3,2019-02-21,7
634325,Platysmurus,aterrimus,birds,Bornean Black Magpie,Hobart WQH,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",1.5252,110.3126,B,0:05,call,"Bird calling from undergrowth, took flight shortly after this singular call.",XC634325-VID_20200723_090624 BBM.mp3,2020-07-23,..\data\amazonas_audio\XC634325-Platysmurus-aterrimus.mp3,2020-07-23,5
634293,Heteromyias,armiti,birds,Black-capped Robin,Marc Anderson,Papua New Guinea,"near Kumul Lodge, Enga province ",-5.7784,143.9621,B,0:11,song,,XC634293-Robin_Ashy2_Kumul_24thJuly2012 (2).mp3,2012-07-24,..\data\amazonas_audio\XC634293-Heteromyias-armiti.mp3,2012-07-24,11
626897,Grallaria,saturata,birds,Equatorial Antpitta,Leonardo Ordóñez-Delgado,Ecuador,Parque Nacional Cayambe Coca - Laguna San Marcos,0.1053,-77.9617,B,0:16,song,,XC626897-30. Grallaria rufula XC.mp3,2012-08-14,..\data\amazonas_audio\XC626897-Grallaria-saturata.mp3,2012-08-14,16
620277,Prinia,lepida,birds,Delicate Prinia,Cedric Mroczko,Turkey,"Göksu deltası, Silifke, Mersin",36.2935,33.9363,B,0:02,call,d-100 + em172 clippy,XC620277-201220_002m.mp3,2020-12-20,..\data\amazonas_audio\XC620277-Prinia-lepida.mp3,2020-12-20,2
616454,Corvus,samarensis,birds,Small Crow,Frank Lambert,Philippines,"Ulot River,  Paranas, Samar National Park, Eastern Visayas",11.8641,125.213,B,0:18,call,,XC616454-Corvus-enca_samarensis-FL calls SamarNP PlumeSite 160m 8.48am 24Feb20 LS114661b.mp3,2020-02-24,..\data\amazonas_audio\XC616454-Corvus-samarensis.mp3,2020-02-24,18
616144,Corvus,samarensis,birds,Small Crow,Frank Lambert,Philippines,"Near waterfall trail, Samar National Park, Eastern Visayas",11.8265,125.289,B,0:10,"flight call, presumed display flight",,XC616144-Corvus-enca_samarensis-FL display flight SamarNatPark waterfall 8.04am 22Feb20 LS114557b.mp3,2020-02-22,..\data\amazonas_audio\XC616144-Corvus-samarensis.mp3,2020-02-22,10
582449,Lalage,leucoptera,birds,Biak Triller,Ken Behrens,Indonesia,Biak,-1.147033,136.129483,B,0:19,song,,XC582449-VOC_190821-0727 Biak Triller EDITED BIG.mp3,2019-08-22,..\data\amazonas_audio\XC582449-Lalage-leucoptera.mp3,2019-08-22,19
580583,Pyrrhula,owstoni,birds,Taiwan Bullfinch,Midroad HSU,Taiwan,"Taiwan, Nantou County, Taiwan Province",24.1784,121.2771,B,0:13,song,https://youtu.be/-bVSAgDQm9g,XC580583-.mp3,2020-07-23,..\data\amazonas_audio\XC580583-Pyrrhula-owstoni.mp3,2020-07-23,13
577033,Oenanthe,seebohmi,birds,Atlas Wheatear,Garry Bakker,Morocco,"Oukaimeden, Al Haouz, Marrakech-Safi",31.194,-7.853,B,0:11,song,,XC577033-30859.mp3,2014-03-21,..\data\amazonas_audio\XC577033-Oenanthe-seebohmi.mp3,2014-03-21,11
572864,Pyrrhula,owstoni,birds,Taiwan Bullfinch,Sunny Tseng,Taiwan,Mount Sylvia,24.3858,121.2977,B,0:17,song,,XC572864-200622_2676_GRBU.mp3,2020-06-22,..\data\amazonas_audio\XC572864-Pyrrhula-owstoni.mp3,2020-06-22,17
552369,Scytalopus,intermedius,birds,Utcubamba Tapaculo,Jonas Nilsson,Peru,"Amazonas: between Leimebamba and Abra Barro Negro, 2900 m",-6.7254,-77.8405,B,0:20,song,date and time approximate,XC552369-SCYINT05songlong.mp3,2000-01-28,..\data\amazonas_audio\XC552369-Scytalopus-intermedius.mp3,2000-01-28,20
545235,Pyriglena,maura,birds,Western Fire-eye,Peter de Rouw,Ecuador,"Old Loja-Zamora Road. Sabanilla, Zamora, Provincia de Zamora Chinchipe",-4.0328,-78.9913,B,0:06,call,Pair seen. Heard calls and song. For a bit more precise location see: https://observation.org/waarneming/view/188587487,XC545235-200127_0464_WhiteBackedFireEye_call_OldLojaZamoraRd_20200127_1718.mp3,2020-01-27,..\data\amazonas_audio\XC545235-Pyriglena-maura.mp3,2020-01-27,6
543646,Zosterops,hamlini,birds,Bougainville White-eye,Iain Woxvold,Papua New Guinea,"Aiope headwaters, Kunua District, Autonomous Region of Bougainville",-5.78146,154.87547,B,0:04,call,,XC543646-Zosterops rendovae hamlini_calls_pcm_1720m_191031_12.mp3,2019-10-31,..\data\amazonas_audio\XC543646-Zosterops-hamlini.mp3,2019-10-31,4
543594,Petroica,polymorpha,birds,Solomons Robin,Iain Woxvold,Papua New Guinea,"Aiope headwaters, Kunua District, Autonomous Region of Bougainville",-5.78146,154.87547,B,0:20,song,"Lost sight of it, but probably the same bird as the previous recordings",XC543594-Petroica pusilla septentrionalis_pcm_1550m_191031_20.mp3,2018-10-31,..\data\amazonas_audio\XC543594-Petroica-polymorpha.mp3,2018-10-31,20
543593,Petroica,polymorpha,birds,Solomons Robin,Iain Woxvold,Papua New Guinea,"Aiope headwaters, Kunua District, Autonomous Region of Bougainville",-5.78146,154.87547,B,0:18,song,,XC543593-Petroica pusilla septentrionalis_pcm_1550m_191031_19.mp3,2018-10-31,..\data\amazonas_audio\XC543593-Petroica-polymorpha.mp3,2018-10-31,18
536672,Trachyphonus,usambiro,birds,Usambiro Barbet,James Bradley,Kenya,"Gwassi Foothills West, Homa Bay County",-0.5636,34.1117,B,0:14,song,,XC536672-Usambiro Barbet_song_GwassiWest_ 5Mar2020_1050_J.Bradley.mp3,2020-03-05,..\data\amazonas_audio\XC536672-Trachyphonus-usambiro.mp3,2020-03-05,14
529757,Merops,cyanophrys,birds,Arabian Green Bee-eater,Gregory Askew,Saudi Arabia,"Riyadh, Al Riyadh, Riyadh Province",24.3696,46.9074,B,0:04,call,,XC529757-arabian_green_bee-eater.mp3,2020-02-22,..\data\amazonas_audio\XC529757-Merops-cyanophrys.mp3,2020-02-22,4
520280,Pomatorhinus,bornensis,birds,Sunda Scimitar Babbler,Hans Matheve,Malaysia,"Borneo Rainforest Lodge, Danum Valley, Sabah",5.0198,117.7462,B,0:17,song,,"XC520280-Chestnut-backed Scimitar Babbler (Borneo, Danum BRL, jun 08).MP3",2008-06-20,..\data\amazonas_audio\XC520280-Pomatorhinus-bornensis.mp3,2008-06-20,17
514375,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,B,0:08,call,Volume increase and high pass applied using Audacity.,XC514375-2019_06_04_TIME_07_28_00_plus_00m00s_PaleBreastedIlladopsis_call_VolUpHighPass.mp3,2019-06-04,..\data\amazonas_audio\XC514375-Illadopsis-distans.mp3,2019-06-04,8
514358,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,B,0:12,song,Volume increase and high pass applied using Audacity.,XC514358-2019_06_04_TIME_07_05_44_plus_00m00s_PaleBreastedIlladopsis_incomplete_song_VolUpHighPass.mp3,2019-06-04,..\data\amazonas_audio\XC514358-Illadopsis-distans.mp3,2019-06-04,12
514351,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,B,0:13,song,"Volume increase and high pass applied using Audacity. Also, applied a Stop band filter.",XC514351-2019_06_04_TIME_06_58_48_plus_00m00s_PaleBreastedIlladopsis_song_VolUpHighPass_StopBandFilter.mp3,2019-06-04,..\data\amazonas_audio\XC514351-Illadopsis-distans.mp3,2019-06-04,13
514350,Illadopsis,distans,birds,Tanzanian Illadopsis,Louis A. Hansen,Tanzania,"Dibililo camp, Mafwemiro forest, Mpwapwa, Dodoma Region",-6.8714,36.5742,B,0:11,song,Volume increase and high pass applied using Audacity.,XC514350-2019_06_04_TIME_06_57_08_plus_00m11s_PaleBreastedIlladpsis_song_VolUpHighPass.mp3,2019-06-04,..\data\amazonas_audio\XC514350-Illadopsis-distans.mp3,2019-06-04,11
511966,Pellorneum,capistratoides,birds,Bornean Black-capped Babbler,Jacob Saucier,Malaysia,"Sarawak; Sri Aman Division, Batang Ai National Park, Lubang Baya field station",1.3032,112.0711,B,0:14,call,"presumed female (member of a pair); undergrowth of second growth clearing with ferns

Field Number: SWK2017 JRS 83",XC511966-SWK2017 JRS 83_a_xc.mp3,2017-10-02,..\data\amazonas_audio\XC511966-Pellorneum-capistratoides.mp3,2017-10-02,14
511547,Pyriglena,maura,birds,Western Fire-eye,Bram Vogels,Ecuador,"WildSumaco Lodge, Hatun Sumaku, Cantón Archidona, Provincia de Napo",-0.623,-77.6028,B,0:09,call,,XC511547-White-backed fire-eye 191106.mp3,2019-11-06,..\data\amazonas_audio\XC511547-Pyriglena-maura.mp3,2019-11-06,9
504459,Penelope,bridgesi,birds,Yungas Guan,Ana Laura Sureda,Argentina,Salta: Parque Nacional El Rey,-24.721,-64.645,B,0:08,"call, drumming",,XC504459-1008Penelope_obscura2019-10-12ElRey_B.mp3,2019-10-12,..\data\amazonas_audio\XC504459-Penelope-bridgesi.mp3,2019-10-12,8
475032,Platysmurus,aterrimus,birds,Bornean Black Magpie,Hobart WQH,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",1.5253,110.3125,B,0:07,call,"Singular calls made between somewhat long intervals, bird was seen hopping from branch to branch.",XC475032-VID_20190219_070702 Black Magpie.mp3,2019-02-19,..\data\amazonas_audio\XC475032-Platysmurus-aterrimus.mp3,2019-02-19,7
473594,Ducula,cuprea,birds,Malabar Imperial Pigeon,Frank Lambert,India,"Thattekad Bird Sanctuary--Urulanthanni, Idukki County, Kerala",10.1274,76.7546,B,0:19,song,,XC473594-Ducula_badia_cuprea-FL X song Thattekad  3Feb16 7.44am LS119808b.mp3,2016-02-03,..\data\amazonas_audio\XC473594-Ducula-cuprea.mp3,2016-02-03,19
470518,Pomatorhinus,bornensis,birds,Sunda Scimitar Babbler,Stijn De Win,Brunei,"Amo, Temburong District",4.5521,115.1571,B,0:15,call,,XC470518-B2A_Chestnut-backedScimitarBabblerUluTemburong419_SDW.mp3,2019-04-30,..\data\amazonas_audio\XC470518-Pomatorhinus-bornensis.mp3,2019-04-30,15
470049,Polioptila,bilineata,birds,White-browed Gnatcatcher,Manuel Grosselet,Mexico,"Chemuyil predio el venado Tulum, Quintana Roo",20.3566,-87.3589,B,0:11,"call, song","wildtronics mono amplified
tascam dr05",XC470049-Tropical Gnatcatcher song calls toh may 2 835.mp3,2019-05-02,..\data\amazonas_audio\XC470049-Polioptila-bilineata.mp3,2019-05-02,11
455169,Grallaria,saturata,birds,Equatorial Antpitta,David Monroy Rengifo,Colombia,"Los Nevados NP, above Manizales, Caldas, C Andes",5.005,-75.327,B,0:18,song,,XC455169-119991501.mp3,2018-10-20,..\data\amazonas_audio\XC455169-Grallaria-saturata.mp3,2018-10-20,18
455030,Saltator,grandis,birds,Cinnamon-bellied Saltator,Manuel Grosselet,Mexico,"Isla del Rey, Nayarit,San Blas, Nayarit",21.5347,-105.2926,B,0:06,call,"wildtronics mono amplified 
tascam Dr05
Normalized and Aufilter in Audacity.",XC455030-Grayish Saltator not seen san blas feb 1 1053.mp3,2019-02-01,..\data\amazonas_audio\XC455030-Saltator-grandis.mp3,2019-02-01,6
453968,Platysmurus,aterrimus,birds,Bornean Black Magpie,Hobart WQH,Malaysia,"Stapok area of Batu Kawa, Bahagian Kuching, Sarawak",1.5252,110.3125,B,0:14,call,"Bird was calling from tree but did saw it fly out some time later, it was most likely calling to its flock member as lately there had been a group around the area. Also there are some free-ranging dogs around at the same time.",XC453968-V_20190120_070507(Black magpie).mp3,2019-01-20,..\data\amazonas_audio\XC453968-Platysmurus-aterrimus.mp3,2019-01-20,14
453867,Polioptila,bilineata,birds,White-browed Gnatcatcher,Will Sweet,Costa Rica,Provincia de Puntarenas,10.1471,-84.8522,B,0:16,call,,XC453867-Tropical Gnatcatcher (online-audio-converter.com).mp3,2017-10-01,..\data\amazonas_audio\XC453867-Polioptila-bilineata.mp3,2017-10-01,16
447210,Merops,viridissimus,birds,African Green Bee-eater,Étienne Leroy,Niger,"Île du Lamantin, Parc du W",12.5103,2.5457,B,0:03,flight call,,XC447210-181210-Guepier de Perse@Lamantin.mp3,2018-12-10,..\data\amazonas_audio\XC447210-Merops-viridissimus.mp3,2018-12-10,3
444563,Apalis,flavocincta,birds,Brown-tailed Apalis,James Bradley,Kenya,"Baringo Cliffs, Lake Baringo",0.6155,36.0059,B,0:03,song,,XC444563-Yellow-breasted Apalis_song_Baringo_4Nov2018_0930_J.Bradley.mp3,2018-11-04,..\data\amazonas_audio\XC444563-Apalis-flavocincta.mp3,2018-11-04,3
